Reported on,Co. Name,Ext. Requestor,Property Name,Category,Order Group Description,Floor/unit or space,"Breakdown?
(Yes/No)",Description,Nature of feedback/complants (& Finding),Action taken,Start date & time,Acknowledged date,Technically completed on,Status,Customer/ FED Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/2017 16:51,DTZ FACILITIES & ENGINEERING (,,Centros,Others/Request for Information,Lift,Passenger Lift Motor room,,Replacement of lift brake coil,To replace faulty brake coil for Centros passenger lift A,,,3/17/2017 17:02,3/20/2017 17:00,Latest Service Entry created,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/2017 17:08,DTZ FACILITIES & ENGINEERING (,,Genome,Others/Request for Information,other M&E,Office,,Additional timer for FCU 1 & 2. (Supply and install),"As an instruction from JTC, an additional timer is required for the FCU 1 and 2 due to control the opration timing. (7am to 7pm).
(SO : JTC/SO-17-73267)
(RA : Biopolis/AHU-FCU-001)
(FEMS 12373)",,,3/17/2017 17:29,3/20/2017 14:31,PROMPT latest SE created and atttachment sent,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/2017 17:10,,,Genome,Others/Request for Information,Electrical,Office,,To remove existing cable work and installation of new power point,"Conversion of office space to F&B outlet - electrical work to remove the existing electrical cable, trunking,lighting and install new power point, isolator etc. (RA: EL/DTZ-001) SO no.17- 73376",,,3/17/2017 17:18,,Assigned,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/2017 17:10,DTZ FACILITIES & ENGINEERING (,,Centros,Others/Request for Information,Lift,Passenger Lift Motor room,,Replacement of pulse encoder at Centros lift C,To replace faulty pulse encoder at Centros passenger lift C,,,3/17/2017 17:19,3/20/2017 17:01,Latest Service Entry created,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/2017 17:20,DTZ FACILITIES & ENGINEERING (,,Helios,Others/Request for Information,Lift,Passenger Lift Motor room,,Replacement of brake coil for lift F,To replace faulty brake coil for Helios passenger lift F. FEMS:12375. Quote ref: CS FSP 17006881,,,3/17/2017 17:30,,PE check rejected,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2017 7:35,,,SE-HUB,Others/Request for Information,Building,,,Installation of 2 tier bicycle racks SIGNAGE,Supply and installation of 2 tier bicycle racks SIGNAGE. PO will be generated thru PROMPT.,,,,,Reported,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2017 9:00,,,ARC28,Feedback,Lighting,,,"(TBD) 515, Supply & Replace 24hrs timer for corridor light","JTCG12-00515, Supply & Replace 24hrs timer for corridor light",,,,,Reported,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2017 9:05,INSTITUTE OF BIOENGINEERING AND NANOTECHNOLOGY,David,Nanos,Feedback,Air Conditioning,Passenger Lift Lobby,No,A/C unit producing foul smell,L8 Passenger Lift Lobby - Smell coming out from FCU.,,,3/18/2017 9:08,,In progress,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2017 9:06,,,ARC28,Others/Request for Information,Electrical,,,"(TBD) 540, Secondary injection test for DB-LMR1&2","JTCG12-00540, Secondary injection test for DB-LMR1&2",,,,,Reported,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2017 9:12,,,ARC20,Others/Request for Information,Electrical,,,"00599, S&R over current relay & Earth leakage relay at LT switchroom 1-riser 1 in B20 ARC1","JTCG12-00599, S&R over current relay & Earth leakage relay at LT switchroom 1-riser 1 in B20 ARC1",,,,,Reported,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2017 9:17,CUSHMAN & WAKEFIELD FACILITIES & ENGINEERING (S),Arif,Matrix,Feedback,toilet,Female Washroom 2,,Hand soap dispenser faulty.,Level 5 Female Toilet - Hand soap dispenser faulty.,,,3/18/2017 9:20,3/21/2017 17:29,PE review required,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2017 9:20,,,ARC20,Others/Request for Information,Electrical,,,"(TBD)  587, HT & LT Annual power shutdown maintenance at B20 ARC1","JTCG12-00587, HT & LT Annual power shutdown maintenance at B20 ARC1",,,,,Reported,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2017 9:21,CUSHMAN & WAKEFIELD FACILITIES & ENGINEERING (S),Choony,Matrix,Feedback,Security system,Fire Fighting Lobby,,Card reader faulty.,L3 Fireman Lift Lobby - Card reader not responding.,,,3/18/2017 9:26,,Accepted,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2017 9:33,,,ARC20,Others/Request for Information,Electrical,,,"627, Building LEW charge to carry out urgent/ ad-hoc Transformer 7 rectification work at B20 ARC","JTCG12-00627, Building LEW charge to carry out urgent/ ad-hoc Transformer 7 rectification work at B20 ARC",,,,,Reported,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2017 9:35,CUSHMAN & WAKEFIELD FACILITIES & ENGINEERING (S),Asri,Chromos,Feedback,Building,Female Washroom,,Soap Dispenser,Level 7 Female Toilet - Basin no.2 soap dispenser faulty.,,,3/18/2017 9:56,3/21/2017 17:29,PE review required,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2017 10:02,CUSHMAN & WAKEFIELD FACILITIES & ENGINEERING (S),Raju (Kleenplus),Matrix,Feedback,Sanitory Plumbing,Male Washroom 1,,Basin no.1 & no.2 choked,L5 Male Toilet - Basin no.1 and no.2 choked.,,,3/18/2017 10:05,3/21/2017 17:28,PE review required,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2017 10:08,CUSHMAN & WAKEFIELD FACILITIES & ENGINEERING (S),Ms Pei Wan (BMSI Business Centre A-Star),Matrix,Feedback,toilet,Female Washroom 1,,Refill hand towel,L4 Male & Female Toilet - No hand towel.,,,3/18/2017 10:16,,In progress,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2017 10:47,CERTIS CISCO AUXILIARY POLICE FORCE PTE. LTD.,Eric,Genome,Feedback,Air Conditioning,Security Command Centre,No,A/C unit noisy,SCC Room - Aircon noisy.,,,3/18/2017 10:49,,In progress,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2017 11:57,DTZ FACILITIES & ENGINEERING (,,Matrix,Feedback,Fire Fighting/Alarm System,,No,Replacement of Faulty Announciator Board for Smoke Control System,"During the routine servicing, found that the module card (annunciator board) was faulty. Need to trouble shoot the defects and replace all faulty items. (RA:FP/JKA/002) (JTC/SO-16-73054) (FEMS: 12389)",,,3/18/2017 13:02,3/21/2017 11:51,PROMPT latest SE created and atttachment sent,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2017 7:47,,Wong Swee Keng,The JTC Summit,Feedback,Lighting,,,DEFECTS: Faulty lighting,"Map Link: https://google.com/maps/?q=1.331115,103.741633
Specific Location: Level 14 near pantry overlooking Gestingthorpe Hotel 
Details: Faulty lighting",,,3/20/2017 13:09,3/20/2017 13:11,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2017 9:05,,,ARC71,Others/Request for Information,Building,Passenger Lift Lobby,,Supply of new tenant name strip Geenet,Supply of new tenant name strip Geenet 04-18/19,,,,,Reported,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2017 9:41,CUSHMAN & WAKEFIELD (S) PTE LTD,Jeffrey Low,SYMBIOSIS,Feedback,Lift,,,Lift not working,Symbiosis PL5 call button not working.  C&W tech checked and immediately called Schindler.  Replaced 2nos door close button.,,,3/20/2017 9:45,3/20/2017 15:30,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2017 9:54,CBM PTE. LTD.,Rhea,CONNEXIS,Feedback,Lighting,,,Replace light tube/bulb,Connexis North L19 PL lobby exit light blown.  C&W tech checked and replaced 1no 10w fluorescent light and 1no starter.,,,3/20/2017 9:58,3/20/2017 15:26,Completed,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2017 9:58,CUSHMAN & WAKEFIELD (S) PTE LTD,Thien Wei Pin,CONNEXIS,Feedback,lighting,,,Replace light tube/bulb,Connexis South L15 Staircase D ceiling light blown.  C&W tech checked and replaced 1no 4ft 36w fluorescent light and 1no starter.,,,3/20/2017 10:01,3/20/2017 15:26,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2017 10:07,CUSHMAN & WAKEFIELD (S) PTE LTD,Rhea,CONNEXIS,Feedback,lighting,,,Replace light tube/bulb,Connexis North L19 PL lobby exit light blinking.  C&W tech checked and replaced 1no 10w fluorescent light and 1no starter.,,,3/20/2017 10:10,3/20/2017 15:27,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2017 10:11,CUSHMAN & WAKEFIELD (S) PTE LTD,Thien Wei Pin,CONNEXIS,Feedback,lighting,,,Replace light tube/bulb,Connexis South L13 Staircase D ceiling light blown.  C&W tech checked and replaced 1no 4ft 36w fluorescent light and 1no starter.,,,3/20/2017 10:13,3/20/2017 15:27,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2017 10:14,CUSHMAN & WAKEFIELD (S) PTE LTD,Rhea,CONNEXIS,Feedback,lighting,,,Replace light tube/bulb,"Connexis North L17  PL lobby ceiling light blown.  C&W tech checked and replaced 1no T5 2ft 14w fluorescent tube, 1no T5 3ft 21w fluorescent tube and 1no T5 28w fluorescent light.",,,3/20/2017 10:22,3/20/2017 15:27,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2017 10:24,CBM PTE. LTD.,Rhea,CONNEXIS,Feedback,Lighting,,,Replace light tube/bulb,Connexis North L17 Staircase E exit light blown.  C&W tech checked and replaced 1no complete set of exit light.,,,3/20/2017 10:27,3/20/2017 15:28,Completed,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2017 10:27,CBM PTE. LTD.,Rhea,CONNEXIS,Feedback,Lighting,,,Replace light tube/bulb,Connexis North L14 PL lobby ceiling light blown.   C&W tech checked and replaced 3nos T5 2ft 14w fluorescent lights.,,,3/20/2017 10:31,3/20/2017 15:28,Completed,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2017 10:32,CBM PTE. LTD.,Rhea,CONNEXIS,Feedback,Lighting,,,Replace light tube/bulb,Connexis North L10 PL lobby ceiling light blown.  C&w tech checked and replaced 2nos 4ft 36w fluorescent tubes.,,,3/20/2017 10:36,3/20/2017 19:33,Completed,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2017 10:37,CBM PTE. LTD.,Rhea,CONNEXIS,Feedback,Lighting,,,Replace light tube/bulb,Connexis North L11 PL lobby ceiling light blown.  C&W tech checked and replaced 2nos 4ft 36w fluorescent lights.,,,3/20/2017 10:40,3/20/2017 15:29,Completed,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2017 10:41,CBM PTE. LTD.,Rhea,CONNEXIS,Feedback,Lighting,,,Replace light tube/bulb,Connexis North L8 FL3 ceiling light blown.  C&W tech checked and replaced 1no 26w PLC light.,,,3/20/2017 10:44,3/20/2017 15:29,Completed,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2017 10:44,CBM PTE. LTD.,Rhrea,CONNEXIS,Feedback,Lighting,,,Replace light tube/bulb,Connexis North L18 PL lobby ceiling light blown.. C&w tech checked and replaced 2nos 4ft 36w fluorescent light s.,,,3/20/2017 10:49,3/20/2017 15:29,Completed,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2017 10:50,CUSHMAN & WAKEFIELD (S) PTE LTD,Raihanah,SYMBIOSIS,Feedback,Sanitory Plumbing,,,Toilet not flushing,"Symbiosis L5 Female Toilet C#2 unable to flush.  C&W tech checked and found sensor is working, unable to flush due to micro switch faulty.  Adjusted, tested and system back to normal.",,,3/20/2017 10:56,3/20/2017 15:31,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2017 11:25,,,ARC55,Feedback,Building,,,678 - Concrete ramp for 01-07,"JTCG12-00678 - Erect new concrete ramp outside door unit 01-07, block 55 Ayer Rajah Crescent",,,3/20/2017 11:29,,Assigned,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2017 11:54,,,Centros,Others/Request for Information,Sanitory Plumbing,,,Diversion of pipe for BigMama,"BigMama feedback on water backflow to their unit due to their sanitary waste pipe line is choked.  The pipeline is long and tenants have difficulties in clearing the pipeline from the grease interceptor.  Thus, we need to redivert the pipe line to the dvr room at b1 and to redo the floor traps and replace the pipe for the floor traps around the dining area.  RA: SA/GF/07 SO:17-73401 FEMS:12406.00",,,3/20/2017 12:10,3/21/2017 17:22,PROMPT latest SE created and atttachment sent,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2017 13:39,,,ARC51,Feedback,Building,,,678 - Erect new concrete ramp at door of unit 01-07,JTCG12-00678 - Erect new concrete ramp at Block 55 Ayer Rajah Crescent unit 01-07,,,3/20/2017 14:00,,Cancelled,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2017 14:07,,,ARC51,Others/Request for Information,Sanitory Plumbing,,,615 - Plumbing works for 51 Ayer Rajah Crescent (July 2016),JTCG12-00615 - Plumbing works at blk 51 Ayer Rajah Crescent for July 16,,,3/20/2017 15:45,,Assigned,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2017 14:14,DTZ FACILITIES & ENGINEERING (,,Helios,Feedback,Lift,Passenger Lift Motor room,,Replacement of brake coil for Helios lift F,To replace faulty brake coil for Helios passenger lift F. FEMS:12409. Quote ref: CS FSP 17006881. RA:SCV-RA-002,,,3/20/2017 14:24,3/20/2017 17:01,Latest Service Entry created,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2017 15:56,,,CleanTech 1,Others/Request for Information,Building,,,SMM-CTO-01-190 Quotation of 50% cost sharing with SMM for toilet e-feedback system trial at CTO,This job was to install tablet for getting toilet feedback. REF:SMM-CTO-01-190,,,3/20/2017 16:05,,In progress,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2017 16:05,,,ARC55,Others/Request for Information,Lift,,,Statutory Requirement for Lifting Equipment Inspection,,,,3/20/2017 16:06,,In progress,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2017 16:14,CBM PTE. LTD.,Rhea,CONNEXIS,Feedback,Sanitory Plumbing,,,Water supply is dirty.,"Connexis North L18,L19,L20,L21 Toilets water supply is dirty. C&W tech checked and immediately called BES (M&E Contrcator). They serviced and flushed the strainer, booster pump, and valves.  Water quality is improved slightly.  Continued flushing till water quality is normal..",,,3/20/2017 16:19,3/20/2017 19:34,Completed,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2017 16:17,,,ARC67,Others/Request for Information,Lift,,,Statutory Requirement for Lifting Equipment Inspection,No-load Test,,,3/20/2017 16:18,,In progress,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2017 17:52,,Jason,The JTC Summit,Feedback,Cleaning & Conservancy,,,CLEANLINESS: Oil spillage on floor which ma,"Map Link: https://google.com/maps/?q=null,null
Specific Location: B1 Motorbike parking area near ramp
Details: Oil spillage on floor which may cause hazard to motorist.
Photo1 Link: https://femsblobstore.blob.core.windows.net/storev0/j0hxmpbk.jpeg",,,3/21/2017 10:53,3/21/2017 10:53,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2017 21:15,,Awi,The JTC Summit,Feedback,Others,,,DEFECTS: Faulty nescafe machine for som,"Map Link: https://google.com/maps/?q=1.331115,103.741633
Specific Location: Lev 14
Details: Faulty nescafe machine for sometime already
Photo1 Link: https://femsblobstore.blob.core.windows.net/storev0/j0i4wpja.jpeg",,,3/21/2017 9:47,3/21/2017 9:49,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2017 9:12,,,ARC28,Feedback,Building,,,"643, Repair leakage at Blk 28 ARC #03-08 to #08-08","JTCG12-00643, Repair leakage at Blk 28 ARC #03-08 to #08-08",,,3/27/2017 22:57,,Request for PE clarification,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2017 9:22,,,ARC28,Feedback,Building,,,"629r1, Repair window leakage at B28 ARC #03-02 to #08-02","JTCG12-00629r1, Repair window leakage at B28 ARC #03-02 to #08-02",,,3/27/2017 22:51,,Request for PE clarification,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2017 9:29,,,ARC20,Others/Request for Information,Electrical,,,"628, Transformer repair services","JTCG12-00628, Transformer repair services",,,,,Reported,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2017 10:01,,,ARC28,Feedback,Sanitory Plumbing,,,"638, 28ARC A-side #08-G/T Outside Ceiling Elbow Joint Leaking","JTCG12-00685, 28ARC A-side #08-G/T Outside Ceiling Elbow Joint Leaking",,,3/27/2017 23:27,,Request for PE clarification,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2017 13:40,,,ARC28,Others/Request for Information,Floor,,,"688, Lay 5mm thick levelling screed at Blk 28 ARC, L8 Corridor","JTCG12-00688, Lay 5mm thick levelling screed at Blk 28 ARC, L8 Corridor",,,3/28/2017 11:38,,Accepted,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
